softwareVersion,particleCount,particleRadiusMin,particleRadiusMax,particleSizeDistribution,mass,particleVelocityConstant,simulationSpeed,particleCollisions,particleElasticity,boundaryElasticity,boundary.name,boundary.params,spawnRate,spawnAdjustsRadius,spawnArea.x,spawnArea.y,spawnArea.radius,spawnArea.rotation,spawnArea.rotationSpread
0.00000000000000000000,1000.00000000000000000000,0.00200000000000000004,0.00800000000000000017,0.00000000000000000000,area,false,0.00010000000000000000,true,1.00000000000000000000,true,circleSquare,[1.00000000000000000000 1.00000000000000000000],0.00000000000000000000,true,,,,,

uid,position.0,position.1,velocity.0,velocity.1,radius,tracer
fr5yr649pys,0.21724401827409522969,0.58280854969634343643,-0.73585243009305423278,-0.89471475375264175600,0.00640012042190904722,
0bbsl6wu8nz,0.66721009278691656430,0.91402450826398773387,0.02730942480198315925,-0.53095872730305504472,0.00563769948742115848,
prrdjyn3lcr,0.66316280083125200839,0.06997252245899737710,0.28986362866476039768,0.77872393685319196699,0.00582078850174023565,
ssw9ybkia68,0.45201823001494650933,0.57178376385314377828,0.61105953987124450588,0.04302770500115011415,0.00271591575864468457,
q4eoyx0f8yg,0.16152760676089675251,0.50189498106045571379,-0.35499429085715350496,0.52495339910859872834,0.00780897863622601312,
8k6iw0to5pm,0.45807878976875238131,0.69912661976809453712,0.00320868686363718052,0.41517599061376170289,0.00257711189411979034,
uafqv705qvo,0.58877527404208174211,0.76833042794859829350,0.96944270717973679563,0.05288513787585340242,0.00740469865119954343,
0esmgavgbs1,0.21246106609527973252,0.79962884227953012761,-0.94502917993085855386,-0.76812511797306048944,0.00676649467986063183,
u9unrit8zo0,0.49349567522523324348,0.44488252579227183237,-0.89340802080371661820,-0.36733487418991483953,0.00683207377289478477,
gdgpbgl45t0,0.40969533749816738899,0.12777363404105385181,-0.22998726785383544202,0.05001366826053636749,0.00303818823275654347,
rko72roept9,0.50855121053985108404,0.25256913725591850772,-0.95410822227212932489,-0.03503449490275029055,0.00303786126618994963,
hxyz8v7g3li,0.67457818121032708802,0.45744836458706644722,-0.54258480584190693641,-1.22626476081965751774,0.00285094437483280824,
czdxlkzydl0,0.55453111830218015932,0.28308724382416938781,-2.04109866319209842800,-0.58297541167495314784,0.00703000884573855029,
hxhaq76o5zf,0.35902072861957667893,0.25359846188612589213,1.46572562118252958108,0.15429806801274911776,0.00226280885224346790,
g5zw2ou3jeg,0.57249489649059570606,0.21590595266870665769,0.30925836327973033058,0.36297676129060224559,0.00630868610615125790,
cjn5wvpbmh8,0.27276891055444446588,0.37222937485071078134,-0.91134813184303964384,-1.57112456409776735100,0.00217685517272815220,
f8hriractpe,0.62159802178493162028,0.89260831812162355625,-0.64267247246994818610,-0.39993391128823407854,0.00763526377172764510,
r27kae0594b,0.50910389919166354478,0.47639362708177035444,-1.97354614696715757738,-4.29385198230069686787,0.00534786882558406940,
eldkdyka7o8,0.85211759435390288520,0.81236183370075021326,-0.07120798324451031724,0.63746051305106699036,0.00699188856101312737,
1cz4k14zgzr,0.68922371119226932823,0.67700233591400704736,-2.75807553189444742969,2.79418307236697982532,0.00318024263415138571,true
4ikfjfu9jo0,0.55809248678812251043,0.92157848856530755199,0.15524250345248563621,0.27954854076903901117,0.00619370320253880523,
31j5d2yrgnu,0.61840536520709465940,0.66845420131132604613,0.09089654561692886436,0.49865799365753060712,0.00258542640423916259,true
cwy4bbrdols,0.10308789548605398756,0.43354480500453768110,0.12632740307642043032,0.14107008168297632822,0.00363670124927683441,
o9sk7g5czfs,0.28710141090987395529,0.12738103279236237531,-0.97014511913575274260,1.05718657632913859423,0.00483646316596130291,
l4ba3p5hu10,0.76501517756692549721,0.22070890503660264836,0.19412609707529407399,-0.31745918524150312789,0.00627674141155003598,
cp64865ntgu,0.36131935813543364366,0.80657829314777107488,-0.80724570620848590252,-0.18518959940106419215,0.00452163069922536381,
jg5ovsytueq,0.85666043503932765013,0.64236581878600296225,-0.26148755691389952149,-0.18429559447358234703,0.00352581140911178287,
2svwallc110,0.93613012713473120474,0.41423704786544623957,0.47615119632890900991,0.13149410908889402894,0.00211125036017438365,
8n301ewswdu,0.27942374814045478626,0.31346573639265939981,-1.80931967321299458362,-0.14725840155191324832,0.00761328148498259440,
49isvcki5xi,0.30954759566623896161,0.91593185808717880736,0.19336436805135559514,0.20239303144948941893,0.00612647238175091560,
ymydzyh0u80,0.61732952326607271054,0.20114033338409989526,0.43355143420085684447,0.01191689495408772281,0.00666023862400513724,
g06z6odfqh0,0.66979494914088733015,0.09179185713562365567,-0.39134799998532038279,-0.26059558743246641344,0.00298709261037665569,true
r72jp8qpquo,0.50011264628020890566,0.28284570004162201684,-1.06106060702172344534,0.47567696176927387608,0.00354749056468782941,true
02xu8etcudl,0.19964348984819399457,0.49658719415653729268,-0.02312994415005456203,-0.22868494983115519870,0.00338031447915021054,
dx3obbi0j60,0.07806182553689028358,0.49964183779246418293,-0.65825307713381309149,-0.14106745622182795263,0.00713588295557028834,
fme8gae1q3p,0.71286569327005566699,0.62530202801097756193,-0.42032602351232561944,0.43940061938649777051,0.00701053112948196722,true
bn1uxwgw6z0,0.46542569992315191429,0.61527797154038366134,0.08589326527930224442,-1.18365310458465633481,0.00384169068704528875,
hrnhexefcbd,0.55856954524905211290,0.26003430224678952820,-0.25580389362473582304,-0.92701478037219842143,0.00261498442740620406,
r4wsrlz2f1d,0.18465783054371559535,0.16958175632541466760,2.27466655726490252221,0.13898427914219016466,0.00411831807908316552,
bs5sfwi6c49,0.67363339443243608340,0.74428850192907303196,-0.75494617192527946337,-1.09957338967601891966,0.00450886842570754134,
zt1brq2g6o8,0.69945349389663136197,0.31866999645027049848,-0.31496789823622334259,-0.09451567489921772203,0.00794912065125024693,
pgfltu1q0v0,0.75799806119834456375,0.38466962531669091074,-2.45635238914719877812,-6.10702259560689597606,0.00226806200297404977,
