softwareVersion,particleCount,particleRadiusMin,particleRadiusMax,particleSizeDistribution,mass,particleVelocityConstant,simulationSpeed,particleCollisions,particleElasticity,boundaryElasticity,boundary.name,boundary.params,spawnRate,spawnAdjustsRadius,spawnArea.x,spawnArea.y,spawnArea.radius,spawnArea.rotation,spawnArea.rotationSpread
0.00000000000000000000,1000.00000000000000000000,0.01165118425850481844,0.01344367414442863666,1.00000000000000000000,constant,false,0.00200000000000000004,true,0.90000000000000002220,true,circleSquare,[1.00000000000000000000 1.00000000000000000000],0.00000000000000000000,false,,,,,

uid,position.0,position.1,velocity.0,velocity.1,radius,tracer
ijuryynenl0,0.77571753007057364648,0.72166862656598795844,0.66307325904052072385,-0.71744170487965075456,0.01322392785458137432,false
09v4b4lzfr9,0.48157126972173341928,0.16904596507779964809,-0.88968159097117405221,-0.01370697168215855195,0.01310423744674678315,false
23pt9q1u5we,0.27630922678716957064,0.91124557061319244600,1.10688379331268538230,0.54288108712158134050,0.01244798263058724888,true
5u30vt4r3x9,0.43576360188034762855,0.96351812269152448120,1.22205900226560260080,0.13971713880562533494,0.01263195219604636675,false
1bb25lc28qg,0.41339264303449729798,0.96104745992933382492,1.22701268793484352670,0.24278816306107361966,0.01225622803418152142,false
6ni8d4b9um5,0.90284749333612390743,0.74193022053620039102,0.66843265189485856492,-1.09007485121725089527,0.01263245373408194115,false
1ty51vciync,0.08113889921416019002,0.29259240505613398620,-0.56820585121291189434,1.14809126247608883631,0.01325108289183272309,false
38atquj2yvz,0.27625548967446900139,0.18899739547951147078,-0.87997806572844505801,0.61602879608052252269,0.01294877444477581657,false
czs27dlpw86,0.02951238253505310966,0.49140661656139306146,-0.06205397061761958044,1.26245178134079782950,0.01212493367578409108,false
xpr2v1c3g5k,0.07994020058293663245,0.53322147865860969329,0.06161218533550335413,1.12305100831545368045,0.01324816507640269071,false
hsgg8ttz7ba,0.03939386506874840294,0.39794235227680796463,-0.35346723492006532075,1.26952062746077998234,0.01315047477967403941,false
ynxq5x2zs50,0.34011818757365919197,0.05988983413310592502,-1.24666411162197143803,0.43523238349213244636,0.01322600307023547375,false
28ang5gtpo6,0.23844152089695894170,0.13868855613798841686,-1.02923893600783356028,0.69195413426898944032,0.01340363924451952460,false
h5w10g66c69,0.08573317568483056206,0.71848582231339297444,0.60778203118749518641,1.10830926193336321006,0.01283897519732216629,false
wzjog3u2lll,0.80320255518572225562,0.85747361580925141045,0.98324929758912893440,-0.81015449668619643475,0.01204848667481686099,false
tksn1jnl3zc,0.15390941937776403403,0.55203033357445718821,0.11491537158194647938,0.97105161896741365446,0.01318417079714159605,true
uq4z91r55nc,0.05750963368641832246,0.65316726789912427087,0.39081622596291121230,1.20575507766457534764,0.01313726331798256881,false
p9etxpwkakc,0.69633885893785596455,0.92511879286906517628,1.12315827848790461552,-0.49517509847447338522,0.01245383240944239640,false
q5ze34r0i2j,0.31767486768402569686,0.90982050998613994697,1.04447484803385104435,0.49820201281621678824,0.01175790370901647411,false
ed35akk0ms0,0.57331675414408478364,0.03663396494817400956,-1.26014007098509184246,-0.17860837474696278360,0.01260868727410462305,false
9luew3ccoik,0.62245724626593124107,0.88301759342488628235,1.06263863771699607064,-0.31341501926156550839,0.01244873052996389728,false
dyd3uy7mm0f,0.44819850066237831854,0.05747948112189169706,-1.26979272000614806792,0.17079621190080990223,0.01273565067596188483,false
vxyhlr29e80,0.47715794157847274404,0.02957417127421115705,-1.32198719125339780867,0.01422182570686649980,0.01177929909697311012,false
sd4uxfk2i4p,0.41093554933829090636,0.03966270751358906554,-1.27760461335977182351,0.25376763055745160669,0.01216967051471158114,false
dedfrygsm9a,0.29366111695174246243,0.20492853242900904709,-0.86801607231247746022,0.55457040696511383793,0.01323229611506428552,true
fbrgfb9ffkk,0.16142767389485779272,0.17680442151773650972,-0.91382909967999248479,0.95682359306971687118,0.01334505009573982125,false
27qwwgrm3s5,0.95083418948449383024,0.37077079251101263679,-0.35968489837654171737,-1.26740901677441986095,0.01215942381664570499,false
b3uvr239lms,0.03576594904689885807,0.44293711944358193922,-0.19444122258260840286,1.31497538258148982671,0.01326276375009850794,false
6et9cl5q3ng,0.87734977472293529388,0.59900989668040760527,0.34685392744714127478,-1.00074113518748797347,0.01282910202151600794,false
zmq8zyj2yb0,0.92547551490853718903,0.69860912760548177225,0.57040500599411469995,-1.16594944841719216910,0.01175898431105257443,false
dp3z5qbj8oe,0.15120848745116255429,0.74432115877205395904,0.63467391802744110851,0.94010233781582330792,0.01223870655522177504,false
1f1vqsrstya,0.09275780748062784076,0.73725593267311551049,0.60835737922270116673,1.12107678674567545762,0.01287078196627589738,false
gkmquldgfei,0.76056433107361809398,0.86020817392099147014,0.92545561676134124873,-0.57308466003996960669,0.01335443471527509099,false
uzbcql0nidk,0.78165202515575882281,0.22508323118753029157,-0.65739293835135337307,-0.74861232965569257658,0.01302480123139036425,false
zvfeijlttvo,0.78726291816425630898,0.33340653442413675789,-0.35068161453200480393,-0.83908688546071752423,0.01276594953368174676,false
alzxzynfczi,0.38407218441539653364,0.93140389188074879101,1.15181574798165486939,0.35750172748901359876,0.01278759397696575817,false
bcoqamdhbxu,0.60248643481114327880,0.95804759888637369691,1.24255160116164375950,-0.28530953725527585796,0.01311627528816687593,false
91wuemik0f6,0.21478892812304087312,0.12661471211089581068,-1.08224795563193687542,0.78472001644698863299,0.01261069469976224509,false
j5n78yb26t9,0.19629368372222327777,0.22734962843109832176,-0.76960925025774495900,0.78852822432138935937,0.01335342684604476533,false
jnim55q21h0,0.17836805287210105719,0.16063382247228166766,-0.94207979313239820218,0.90988771038486215836,0.01276965575904900202,false
uw8ml88u100,0.96744374158895973803,0.49506678168655682271,0.02056362990115933806,-1.36391119002111893543,0.01299519714366866030,false
fopw870n5q0,0.37580807525781972922,0.07431268336362893689,-1.23185675980421427411,0.34959204227225632033,0.01311137301139150835,false
vffbtxoryle,0.91807784083528654051,0.28762909705249678494,-0.52964462243053267443,-1.09722393994381373084,0.01225952215689145308,false
2rfokn5y35y,0.52634305715795159930,0.03210537105375740191,-1.33416827673932347764,-0.04969440641121562058,0.01329714051422243269,false
euc2jkbsbde,0.79014167382335720458,0.24466470735135129044,-0.71233906725015905259,-0.85385207292174036819,0.01306038359360447987,false
mza7880fri8,0.87143883608136585295,0.78508030117203086995,0.78236467427498801452,-0.97939896891615862984,0.01299909576014524233,false
klk6s7hd5vg,0.91334860713577015190,0.71904296791767785546,0.70897428626946490393,-1.12065373349312236151,0.01254389384661613698,false
07iu11cddha,0.87431145707144741763,0.49727277596559638084,0.02659911960838931555,-1.05389954360843263181,0.01306989310409444743,true
9qhtvtekvp0,0.48358917518043770256,0.96797125466629940771,1.20614746063649436181,0.06066486326903525877,0.01252636920337110368,false
zh7bvidz5g0,0.25359539638897038438,0.09939883992255793554,-1.13514704011434108821,0.71001037002964773048,0.01224717326337361120,false
ngu7tp1huzk,0.25775610120954201010,0.14825856726942390762,-1.00262291850060436538,0.62975370228941573991,0.01311054835429753540,false
hytugmlns7u,0.12017450048775529803,0.77509851935389850741,0.72575287422812650995,1.00137411351784644253,0.01237803363486032412,false
jeg0oukc2ac,0.85270905445132882949,0.45763246320037381798,-0.09686055962816848830,-0.94907598365776635330,0.01339916769615245862,false
iynnkgi8rf0,0.17841939839626133613,0.20855035506474969842,-0.82716177438714033610,0.89636606718309141950,0.01318907891484030585,false
qenrwgok4vg,0.76864656807448072939,0.12850332181083565231,-0.87930424987856281582,-0.77731117017240491940,0.01301387085573460327,false
denlzom0ll4,0.94663483996750652505,0.63546519212818253219,0.41804697898339354678,-1.26750645770610170793,0.01340884647305047410,false
wlaars9ihha,0.31961047260694103178,0.93256093816727114731,1.15908215818143855991,0.45081743644561372841,0.01330540820608207275,true
npu4g5dr74b,0.90362616204374368589,0.68767809085717690465,0.55612796501739636401,-1.12109649943983402665,0.01294991386939370499,false
7xhbmwirroa,0.87548932897474640580,0.44893104469723699168,-0.10682314125971791030,-1.03936029084103997988,0.01211053912993178584,false
