step,attribute,stat,value
717,total,p75Bits,116.16140081269301731481
717,total,p95Bits,120.62192570670650582088
717,total,maxBits,126.55075759057808681973
717,total,meanBits,111.15785875124321080420
718,positionMagTouching,minBits,1.00000000000000000000
718,positionMagTouching,p5Bits,10.40915511551517980138
718,positionMagTouching,p25Bits,18.57615966681445485165
718,positionMagTouching,p50Bits,20.98789826976047834250
718,positionMagTouching,p75Bits,23.24347054292991998636
718,positionMagTouching,p95Bits,24.99509358252832313951
718,positionMagTouching,maxBits,27.74270434147757669052
718,positionMagTouching,meanBits,20.01768898735744883766
718,positionTheta,minBits,18.19444434228971729794
718,positionTheta,p5Bits,23.68290168776054827049
718,positionTheta,p25Bits,25.60962913848658928373
718,positionTheta,p50Bits,27.02965943798746550897
718,positionTheta,p75Bits,27.91630292091162246493
718,positionTheta,p95Bits,28.57525344543224932181
718,positionTheta,maxBits,29.14515445692788375709
718,positionTheta,meanBits,26.65543626794570997163
718,velocityMag,minBits,13.09462463540726773203
718,velocityMag,p5Bits,16.62274385023496847680
718,velocityMag,p25Bits,17.77000309289886814668
718,velocityMag,p50Bits,18.49936643634279676007
718,velocityMag,p75Bits,19.34300032259214674468
718,velocityMag,p95Bits,20.29290867379675589177
718,velocityMag,maxBits,21.96480010553562323139
718,velocityMag,meanBits,18.51118277965053948719
718,velocityTheta,minBits,11.29722952895984988686
718,velocityTheta,p5Bits,23.21310629730148988870
718,velocityTheta,p25Bits,25.55255575513752930306
718,velocityTheta,p50Bits,26.70523035064606176547
718,velocityTheta,p75Bits,27.99586058970504964805
718,velocityTheta,p95Bits,29.73455278740341256594
718,velocityTheta,maxBits,31.59552380101042601268
718,velocityTheta,meanBits,26.66245616695049491796
718,radius,minBits,5.35441123271543162332
718,radius,p5Bits,16.15071509155559681403
718,radius,p25Bits,18.59789377913725161307
718,radius,p50Bits,19.76322190166137104939
718,radius,p75Bits,20.57048834035965256817
718,radius,p95Bits,21.36418207592942408724
718,radius,maxBits,21.87547246347581619830
718,radius,meanBits,19.37697308971440435243
718,total,minBits,79.90609269046217377763
718,total,p5Bits,98.40831162632302664406
718,total,p25Bits,107.63327761403553495256
718,total,p50Bits,111.93804681284171920197
718,total,p75Bits,116.20831420349404083936
718,total,p95Bits,120.73666508246787998360
718,total,maxBits,126.28311455604165303157
718,total,meanBits,111.22373729161847677460
719,positionMagTouching,minBits,1.00000000000000000000
719,positionMagTouching,p5Bits,1.00000013973589574334
719,positionMagTouching,p25Bits,18.58963424092677740873
719,positionMagTouching,p50Bits,20.99538830792261734359
719,positionMagTouching,p75Bits,23.23760919108294586977
719,positionMagTouching,p95Bits,25.00145529243409114883
719,positionMagTouching,maxBits,27.73819953848317609868
719,positionMagTouching,meanBits,19.89280603890732379568
719,positionTheta,minBits,20.19655755971521315928
719,positionTheta,p5Bits,23.73552030345329910688
719,positionTheta,p25Bits,25.61297639481526289273
719,positionTheta,p50Bits,27.01733789414685205088
719,positionTheta,p75Bits,27.91202361098411088847
719,positionTheta,p95Bits,28.57885444699802590662
719,positionTheta,maxBits,29.13734728393084694176
719,positionTheta,meanBits,26.65987629451340268361
719,velocityMag,minBits,12.46617254758212212096
719,velocityMag,p5Bits,16.60806423218422622767
719,velocityMag,p25Bits,17.80432651573443436632
719,velocityMag,p50Bits,18.51314221588664921114
719,velocityMag,p75Bits,19.35555865456712254513
719,velocityMag,p95Bits,20.33345506068955188539
719,velocityMag,maxBits,22.00379210719801292839
719,velocityMag,meanBits,18.52593712359666255907
719,velocityTheta,minBits,15.30546484769659976166
719,velocityTheta,p5Bits,23.17404875897842941868
719,velocityTheta,p25Bits,25.57763513061319571307
719,velocityTheta,p50Bits,26.75500253156471330840
719,velocityTheta,p75Bits,28.04027761677261665341
719,velocityTheta,p95Bits,29.74652638665504156279
719,velocityTheta,maxBits,31.53205013007714541118
719,velocityTheta,meanBits,26.69493879147384873818
719,radius,minBits,5.35441123271543162332
719,radius,p5Bits,16.15071509155559681403
719,radius,p25Bits,18.59789377913725161307
719,radius,p50Bits,19.76201985585053932937
719,radius,p75Bits,20.56915864535721283346
719,radius,p95Bits,21.36418207592942408724
719,radius,maxBits,21.87547246347581619830
719,radius,meanBits,19.37567562575890889320
719,total,minBits,79.53148727675615248245
719,total,p5Bits,96.64625804859426239091
719,total,p25Bits,107.62643923761913811177
719,total,p50Bits,112.05251976792339974054
719,total,p75Bits,116.18299283244829211981
719,total,p95Bits,120.87079286116974685683
719,total,maxBits,125.68626533600401273816
719,total,meanBits,111.14923387425027101472
720,positionMagTouching,minBits,1.00000000000000000000
720,positionMagTouching,p5Bits,1.00000018273155433235
720,positionMagTouching,p25Bits,18.52122641406286618349
720,positionMagTouching,p50Bits,20.99024224846773378772
720,positionMagTouching,p75Bits,23.22988226960739766014
720,positionMagTouching,p95Bits,24.99766566181089189058
720,positionMagTouching,maxBits,27.73196057494812905020
720,positionMagTouching,meanBits,19.94459982846382217758
720,positionTheta,minBits,18.98682943720246640851
720,positionTheta,p5Bits,23.73076987874900822817
720,positionTheta,p25Bits,25.61940824325330723354
720,positionTheta,p50Bits,27.01458637170220455914
720,positionTheta,p75Bits,27.89755523910358192552
720,positionTheta,p95Bits,28.58261671808294934749
720,positionTheta,maxBits,29.12833320901563638472
720,positionTheta,meanBits,26.65645267014552644014
720,velocityMag,minBits,13.16932142985907816524
720,velocityMag,p5Bits,16.63272466555556405865
720,velocityMag,p25Bits,17.79875574792144021785
720,velocityMag,p50Bits,18.51464634721985547117
720,velocityMag,p75Bits,19.37225376403222654176
720,velocityMag,p95Bits,20.34822983740300728073
720,velocityMag,maxBits,21.70147520826319720300
720,velocityMag,meanBits,18.53456016985168730571
720,velocityTheta,minBits,15.27669702329206380398
720,velocityTheta,p5Bits,23.30806475969147939509
720,velocityTheta,p25Bits,25.57901845766076576183
720,velocityTheta,p50Bits,26.75936831358296430494
720,velocityTheta,p75Bits,28.03475352782797358486
720,velocityTheta,p95Bits,29.77306126030062927157
720,velocityTheta,maxBits,31.61699706598670545077
720,velocityTheta,meanBits,26.70181331409526492848
720,radius,minBits,5.35441123271543162332
720,radius,p5Bits,16.15071509155559681403
720,radius,p25Bits,18.58525350332551084875
720,radius,p50Bits,19.75970644570188738953
720,radius,p75Bits,20.56741029502881445978
720,radius,p95Bits,21.36457102340934000040
720,radius,maxBits,21.87547246347581619830
720,radius,meanBits,19.37351716731339834610
720,total,minBits,78.41301518208915410924
720,total,p5Bits,97.72711112534256017170
720,total,p25Bits,107.41022783134731355403
720,total,p50Bits,112.02952405394681534290
720,total,p75Bits,116.24494641607206801837
720,total,p95Bits,120.81231713785344084044
720,total,maxBits,125.76316461103016308698
720,total,meanBits,111.21094314987007578566
721,positionMagTouching,minBits,1.00000000000000000000
721,positionMagTouching,p5Bits,1.00000015048481216695
721,positionMagTouching,p25Bits,18.49965040754163680958
721,positionMagTouching,p50Bits,20.99086205082591760629
721,positionMagTouching,p75Bits,23.21258536960005258720
721,positionMagTouching,p95Bits,25.00162864597744416528
721,positionMagTouching,maxBits,27.72711700511321097906
721,positionMagTouching,meanBits,19.93291848970758906034
721,positionTheta,minBits,18.04880010594054695616
721,positionTheta,p5Bits,23.71157099689543557020
721,positionTheta,p25Bits,25.59296254592272745754
721,positionTheta,p50Bits,27.01615553770714939219
721,positionTheta,p75Bits,27.89838410393106826746
721,positionTheta,p95Bits,28.57263644658242895957
721,positionTheta,maxBits,29.13601862723293223212
721,positionTheta,meanBits,26.64711707805600227061
721,velocityMag,minBits,12.15598666622560841688
721,velocityMag,p5Bits,16.62046743847104579572
721,velocityMag,p25Bits,17.78149917473894703335
721,velocityMag,p50Bits,18.55425996397009669181
721,velocityMag,p75Bits,19.38349767035582971175
721,velocityMag,p95Bits,20.31670312566731695370
721,velocityMag,maxBits,21.70147520823564235570
721,velocityMag,meanBits,18.52743195140485710226
721,velocityTheta,minBits,15.27669714048954396901
721,velocityTheta,p5Bits,23.22835791758633305903
721,velocityTheta,p25Bits,25.60416118834787368996
721,velocityTheta,p50Bits,26.72147791645824810303
721,velocityTheta,p75Bits,27.97426549529301098573
721,velocityTheta,p95Bits,29.74437622214654908248
721,velocityTheta,maxBits,31.60193999501134243246
721,velocityTheta,meanBits,26.66032884417247572628
721,radius,minBits,5.35441123271543162332
721,radius,p5Bits,16.15071509155559681403
721,radius,p25Bits,18.58525350332551084875
721,radius,p50Bits,19.76099311547164205649
721,radius,p75Bits,20.56709239783863552020
721,radius,p95Bits,21.36457102340934000040
721,radius,maxBits,21.87547246347581619830
721,radius,meanBits,19.37434571746892686406
721,total,minBits,80.64620259247122646684
721,total,p5Bits,96.64534787351422551183
721,total,p25Bits,107.53462523073955026121
721,total,p50Bits,111.99990561926759369271
721,total,p75Bits,116.17007426254028246149
721,total,p95Bits,120.77645415387232219473
721,total,maxBits,125.83642610207768086639
721,total,meanBits,111.14214208080997536854
722,positionMagTouching,minBits,1.00000000000000000000
722,positionMagTouching,p5Bits,1.00000013436143930790
722,positionMagTouching,p25Bits,18.47947733776377532422
722,positionMagTouching,p50Bits,20.97914380691972624504
722,positionMagTouching,p75Bits,23.21660737727168921651
722,positionMagTouching,p95Bits,24.98872206465038914303
722,positionMagTouching,maxBits,27.72728812994964187055
722,positionMagTouching,meanBits,19.88795161195353244921
722,positionTheta,minBits,18.10198280985961361012
722,positionTheta,p5Bits,23.71985254792274844249
722,positionTheta,p25Bits,25.61661242872791888203
722,positionTheta,p50Bits,27.02056493636382228374
722,positionTheta,p75Bits,27.90337340199203808311
722,positionTheta,p95Bits,28.57935202607606584024
722,positionTheta,maxBits,29.14223675066627805563
722,positionTheta,meanBits,26.64794698984150400634
722,velocityMag,minBits,12.28588401497873405788
722,velocityMag,p5Bits,16.66029243910727331013
722,velocityMag,p25Bits,17.78900547255064168439
722,velocityMag,p50Bits,18.52866482603936404416
722,velocityMag,p75Bits,19.36175243661219269597
722,velocityMag,p95Bits,20.35272196292151392072
722,velocityMag,maxBits,21.70147520823312703442
722,velocityMag,meanBits,18.53744236393139743768
722,velocityTheta,minBits,15.27669702329206380398
722,velocityTheta,p5Bits,23.21781173394049702097
722,velocityTheta,p25Bits,25.55377877891024240853
722,velocityTheta,p50Bits,26.73632140033281601177
722,velocityTheta,p75Bits,28.01462840303280188436
722,velocityTheta,p95Bits,29.81927151654320695684
722,velocityTheta,maxBits,31.61287803782887806392
722,velocityTheta,meanBits,26.68000487432010814359
722,radius,minBits,5.35441123271543162332
722,radius,p5Bits,16.15071509155559681403
722,radius,p25Bits,18.58525350332551084875
722,radius,p50Bits,19.75970644570188738953
722,radius,p75Bits,20.56709239783863552020
722,radius,p95Bits,21.36418207592942408724
722,radius,maxBits,21.87547246347581619830
722,radius,meanBits,19.37263627704315638312
722,total,minBits,77.96886527089368712495
722,total,p5Bits,96.83730240852278825514
722,total,p25Bits,107.48632051155271938114
722,total,p50Bits,111.96912106489079974381
722,total,p75Bits,116.14140372118089317155
722,total,p95Bits,120.73552738274329954038
722,total,maxBits,125.90638727767917259825
722,total,meanBits,111.12598211708987605562
723,positionMagTouching,minBits,1.00000000000000000000
723,positionMagTouching,p5Bits,1.00000016660818502601
723,positionMagTouching,p25Bits,18.50795783458709564684
723,positionMagTouching,p50Bits,20.96713210091046519779
723,positionMagTouching,p75Bits,23.21118694693212347602
723,positionMagTouching,p95Bits,24.99752020437342991954
723,positionMagTouching,maxBits,27.72089338359469934403
723,positionMagTouching,meanBits,19.90530917183283321492
723,positionTheta,minBits,18.70374319935574192186
723,positionTheta,p5Bits,23.71296033128974656279
723,positionTheta,p25Bits,25.61465508218976694366
723,positionTheta,p50Bits,27.01287565958626046836
723,positionTheta,p75Bits,27.91849420042024476629
723,positionTheta,p95Bits,28.58177921060401160958
723,positionTheta,maxBits,29.15040012735653718323
723,positionTheta,meanBits,26.64603520103868916635
723,velocityMag,minBits,13.61746503048440715133
723,velocityMag,p5Bits,16.71002983363117522231
723,velocityMag,p25Bits,17.83459026177956729953
723,velocityMag,p50Bits,18.53310837182971937409
723,velocityMag,p75Bits,19.37899151277886744538
723,velocityMag,p95Bits,20.39603985013540921045
723,velocityMag,maxBits,21.70416557485005526473
723,velocityMag,meanBits,18.55615538374121342713
723,velocityTheta,minBits,19.09499146149309467546
723,velocityTheta,p5Bits,23.23898760314853362274
723,velocityTheta,p25Bits,25.63009366975975211744
723,velocityTheta,p50Bits,26.77160966004396058793
723,velocityTheta,p75Bits,28.04773558059975258061
723,velocityTheta,p95Bits,29.79763434280067357918
723,velocityTheta,maxBits,31.65076344879987146896
723,velocityTheta,meanBits,26.71146551987660799909
723,radius,minBits,5.35441123271543162332
723,radius,p5Bits,16.15071509155559681403
723,radius,p25Bits,18.58595841761517419854
723,radius,p50Bits,19.75970644570188738953
723,radius,p75Bits,20.56605806837199779125
723,radius,p95Bits,21.36418207592942408724
723,radius,maxBits,21.87547246347581619830
723,radius,meanBits,19.37359806225817138170
723,total,minBits,79.92167146999612725722
723,total,p5Bits,98.09505153586762560280
723,total,p25Bits,107.44801247986899284115
723,total,p50Bits,112.04176952763231156496
723,total,p75Bits,116.17109308152660673841
723,total,p95Bits,120.88029591437560839040
723,total,maxBits,126.00425800655031594033
723,total,meanBits,111.19256333874739084422
724,positionMagTouching,minBits,1.00000000000000000000
724,positionMagTouching,p5Bits,1.00000015585926860240
724,positionMagTouching,p25Bits,18.53115089262070824816
724,positionMagTouching,p50Bits,20.96138408801137131832
724,positionMagTouching,p75Bits,23.23830901162113704572
724,positionMagTouching,p95Bits,24.97393651651350054976
724,positionMagTouching,maxBits,27.71248016983065198815
724,positionMagTouching,meanBits,19.90266235783851556107
724,positionTheta,minBits,20.01488830028569765318
724,positionTheta,p5Bits,23.72566698106951932346
724,positionTheta,p25Bits,25.64371488450044012097
724,positionTheta,p50Bits,27.01649738558604241234
724,positionTheta,p75Bits,27.92104322001987881663
724,positionTheta,p95Bits,28.57478976245299406855
724,positionTheta,maxBits,29.13472755142274195350
724,positionTheta,meanBits,26.65229276100791366844
724,velocityMag,minBits,11.72400363139316326055
724,velocityMag,p5Bits,16.72172278100213205221
724,velocityMag,p25Bits,17.81408846519726552060
724,velocityMag,p50Bits,18.52298148537630595456
724,velocityMag,p75Bits,19.38680035505882415237
724,velocityMag,p95Bits,20.38745975712521030232
724,velocityMag,maxBits,21.46558093661916899464
724,velocityMag,meanBits,18.54702978827993575806
724,velocityTheta,minBits,16.02157462754031058694
724,velocityTheta,p5Bits,23.30051157411816120657
724,velocityTheta,p25Bits,25.64599599687884179389
724,velocityTheta,p50Bits,26.77523961533499274879
724,velocityTheta,p75Bits,28.05640957435168303391
724,velocityTheta,p95Bits,29.79231900281912359674
724,velocityTheta,maxBits,31.65076344879987146896
724,velocityTheta,meanBits,26.72675092147829190026
724,radius,minBits,5.35441123271543162332
724,radius,p5Bits,16.15071509155559681403
724,radius,p25Bits,18.59281282155416903379
724,radius,p50Bits,19.75970644570188738953
724,radius,p75Bits,20.56741029502881445978
724,radius,p95Bits,21.36457102340934000040
724,radius,maxBits,21.87547246347581619830
724,radius,meanBits,19.37406840838518107262
724,total,minBits,76.08003330780468331795
724,total,p5Bits,97.50674221941980590600
724,total,p25Bits,107.46963083781395198457
724,total,p50Bits,112.05292557946131637436
724,total,p75Bits,116.18377276100335393494
724,total,p95Bits,120.88806541225825696984
724,total,maxBits,126.13711148866789812928
724,total,meanBits,111.20280423698959282319
725,positionMagTouching,minBits,1.00000000000000000000
725,positionMagTouching,p5Bits,1.00000011286361001339
725,positionMagTouching,p25Bits,18.39031502195827982860
725,positionMagTouching,p50Bits,20.92277254458889146349
725,positionMagTouching,p75Bits,23.23528648355727455055
725,positionMagTouching,p95Bits,24.98498226425521551164
725,positionMagTouching,maxBits,27.70357810691881894627
725,positionMagTouching,meanBits,19.83269042937578063857
725,positionTheta,minBits,19.47070199382196875604
725,positionTheta,p5Bits,23.70166940335934668838
725,positionTheta,p25Bits,25.62445080629629501345
725,positionTheta,p50Bits,27.00840026598917731349
725,positionTheta,p75Bits,27.92212331114162537915
725,positionTheta,p95Bits,28.57039704386775014200
725,positionTheta,maxBits,29.13005408679044805353
725,positionTheta,meanBits,26.64959066915799823505
725,velocityMag,minBits,9.11474582341987371592
725,velocityMag,p5Bits,16.64893551789021586274
725,velocityMag,p25Bits,17.77619944510970384499
725,velocityMag,p50Bits,18.52397589868056826390
725,velocityMag,p75Bits,19.37744950589377168626
725,velocityMag,p95Bits,20.37851757774359384712
725,velocityMag,maxBits,21.44646352005920775241
725,velocityMag,meanBits,18.53701375694421216167
725,velocityTheta,minBits,15.24070399120325269848
725,velocityTheta,p5Bits,23.20814139161943856493
725,velocityTheta,p25Bits,25.61975100124122306511
725,velocityTheta,p50Bits,26.78250195777635056515
725,velocityTheta,p75Bits,28.10314264624171443074
725,velocityTheta,p95Bits,29.77306126030062927157
725,velocityTheta,maxBits,31.65076344879980752012
725,velocityTheta,meanBits,26.72825227823327765009
725,radius,minBits,5.35441123271543162332
725,radius,p5Bits,16.15071509155559681403
725,radius,p25Bits,18.59281282155416903379
725,radius,p50Bits,19.76099311547164205649
725,radius,p75Bits,20.56741029502881445978
725,radius,p95Bits,21.36457102340934000040
725,radius,maxBits,21.87547246347581619830
725,radius,meanBits,19.37667691874318265377
725,total,minBits,78.20538076683504868925
725,total,p5Bits,96.31360941856129898042
725,total,p25Bits,107.52697538806069132988
725,total,p50Bits,111.96503191244923414160
725,total,p75Bits,116.23951720458970271466
725,total,p95Bits,120.82482058590829865352
725,total,maxBits,126.09921006100087481627
725,total,meanBits,111.12422405245450818256
726,positionMagTouching,minBits,1.00000000000000000000
726,positionMagTouching,p5Bits,1.00000013973589574334
726,positionMagTouching,p25Bits,18.42059148332432272355
726,positionMagTouching,p50Bits,20.94612421419292047631
726,positionMagTouching,p75Bits,23.24606146606953060996
726,positionMagTouching,p95Bits,24.98791694044093247840
726,positionMagTouching,maxBits,27.69299815234539963171
726,positionMagTouching,meanBits,19.78824317513547015324
726,positionTheta,minBits,17.67978077254172575294
726,positionTheta,p5Bits,23.64972201095075376998
726,positionTheta,p25Bits,25.61393070444466601998
726,positionTheta,p50Bits,27.01863906207230670020
726,positionTheta,p75Bits,27.92204606098334807029
726,positionTheta,p95Bits,28.57248489177307249065
726,positionTheta,maxBits,29.10060028930103470657
726,positionTheta,meanBits,26.64572223424376318235
726,velocityMag,minBits,13.25041980018294296428
726,velocityMag,p5Bits,16.55397150646023618492
726,velocityMag,p25Bits,17.80676056453426170378
726,velocityMag,p50Bits,18.52491851029315483856
726,velocityMag,p75Bits,19.36283114315069653344
726,velocityMag,p95Bits,20.37881743716582860770
726,velocityMag,maxBits,21.59651625352420012405
726,velocityMag,meanBits,18.53034085258089191939
726,velocityTheta,minBits,15.01222378881761088110
726,velocityTheta,p5Bits,23.27983982522128769688
726,velocityTheta,p25Bits,25.58813295056071623890
726,velocityTheta,p50Bits,26.77230670376149745948
726,velocityTheta,p75Bits,28.07407169844550764992
726,velocityTheta,p95Bits,29.87382041680332633860
726,velocityTheta,maxBits,31.65076344879983949454
726,velocityTheta,meanBits,26.74540167931226264386
726,radius,minBits,5.35441123271543162332
726,radius,p5Bits,16.15071509155559681403
726,radius,p25Bits,18.58595841761517419854
726,radius,p50Bits,19.76033960004500400487
726,radius,p75Bits,20.56741029502881445978
726,radius,p95Bits,21.36457102340934000040
726,radius,maxBits,21.87547246347581619830
726,radius,meanBits,19.37676080321210037027
726,total,minBits,81.45453444800342879262
726,total,p5Bits,95.96463061552145745736
726,total,p25Bits,107.47486000712697773452
726,total,p50Bits,111.97774452956876700682
726,total,p75Bits,116.18697484913977291399
726,total,p95Bits,120.89058940147310750035
726,total,maxBits,126.15854698421081536708
726,total,meanBits,111.08646874448425023729
727,positionMagTouching,minBits,1.00000000000000000000
727,positionMagTouching,p5Bits,1.00000011286361001339
727,positionMagTouching,p25Bits,18.38493013756013993998
727,positionMagTouching,p50Bits,20.91358428563554383572
727,positionMagTouching,p75Bits,23.24280996297383694582
727,positionMagTouching,p95Bits,24.97603636471188082169
727,positionMagTouching,maxBits,27.67743810338132703919
727,positionMagTouching,meanBits,19.77323957167967805049
727,positionTheta,minBits,19.44695165227905420124
727,positionTheta,p5Bits,23.77117945288378564328
727,positionTheta,p25Bits,25.63009311231678921672
727,positionTheta,p50Bits,27.02710541026385726582
727,positionTheta,p75Bits,27.92306717776709845680
727,positionTheta,p95Bits,28.55816411388629205703
727,positionTheta,maxBits,29.07986748344592697890
727,positionTheta,meanBits,26.65856797936664790427
727,velocityMag,minBits,11.76324043378206596344
727,velocityMag,p5Bits,16.50520103537024851903
727,velocityMag,p25Bits,17.81097979433297950891
727,velocityMag,p50Bits,18.51581489274192904304
727,velocityMag,p75Bits,19.38642558669828019902
727,velocityMag,p95Bits,20.35170435886389483926
727,velocityMag,maxBits,21.86176993209195273948
727,velocityMag,meanBits,18.52638088047354969490
727,velocityTheta,minBits,14.20508854788532637770
727,velocityTheta,p5Bits,23.29363392882705241504
727,velocityTheta,p25Bits,25.55966760492161071738
727,velocityTheta,p50Bits,26.75095545108680283874
727,velocityTheta,p75Bits,28.08530980932237852699
727,velocityTheta,p95Bits,29.80108811375389521459
727,velocityTheta,maxBits,31.65076344879987146896
727,velocityTheta,meanBits,26.72982691354709672282
727,radius,minBits,5.35441123271543162332
727,radius,p5Bits,16.15071509155559681403
727,radius,p25Bits,18.59789377913725161307
727,radius,p50Bits,19.76201985585053932937
727,radius,p75Bits,20.56709239783863552020
727,radius,p95Bits,21.36567256980750073581
727,radius,maxBits,21.87547246347581619830
727,radius,meanBits,19.37847897652900641674
727,total,minBits,76.49813509019365653785
727,total,p5Bits,96.18334764634954581197
727,total,p25Bits,107.34103248118725559834
727,total,p50Bits,112.02175349242972401953
727,total,p75Bits,116.18616888760348615506
727,total,p95Bits,120.83142776804663753865
727,total,maxBits,126.21572549620135816895
727,total,meanBits,111.06649432159652235441
728,positionMagTouching,minBits,1.00000000000000000000
728,positionMagTouching,p5Bits,1.00000011286361001339
728,positionMagTouching,p25Bits,18.38743102106516857930
728,positionMagTouching,p50Bits,20.86055631745589167281
728,positionMagTouching,p75Bits,23.26918318126238460763
728,positionMagTouching,p95Bits,24.98391906329361233929
728,positionMagTouching,maxBits,27.65842829177355710613
728,positionMagTouching,meanBits,19.76263983985211325489
728,positionTheta,minBits,19.51325597917067966591
728,positionTheta,p5Bits,23.78712055561569727047
728,positionTheta,p25Bits,25.60756873783505227493
728,positionTheta,p50Bits,27.04584674636907237755
728,positionTheta,p75Bits,27.92646318933045535005
728,positionTheta,p95Bits,28.55522393581403406415
728,positionTheta,maxBits,29.05225626466420152383
728,positionTheta,meanBits,26.65821724583511809215
728,velocityMag,minBits,12.93248217848947234643
728,velocityMag,p5Bits,16.56264403565374365712
728,velocityMag,p25Bits,17.81673583341728317464
728,velocityMag,p50Bits,18.53684600261004788990
728,velocityMag,p75Bits,19.38161350528252313552
728,velocityMag,p95Bits,20.39607346403852616845
728,velocityMag,maxBits,21.82104387101164633123
728,velocityMag,meanBits,18.54062795236386662623
728,velocityTheta,minBits,18.00398078732222728604
728,velocityTheta,p5Bits,23.14872258766040502564
728,velocityTheta,p25Bits,25.60618166447981280953
728,velocityTheta,p50Bits,26.81128575733472985121
728,velocityTheta,p75Bits,28.06447382287579017657
728,velocityTheta,p95Bits,29.80652562922647064170
728,velocityTheta,maxBits,31.64979615909412657970
728,velocityTheta,meanBits,26.72205881389500703449
728,radius,minBits,5.35441123271543162332
728,radius,p5Bits,16.16344405252342397716
728,radius,p25Bits,18.59863490753466308547
728,radius,p50Bits,19.76201985585053932937
728,radius,p75Bits,20.56605806837199779125
728,radius,p95Bits,21.36567256980750073581
728,radius,maxBits,21.87547246347581619830
728,radius,meanBits,19.38105522665933122539
728,total,minBits,76.40316698532134864763
728,total,p5Bits,96.53135290733862916568
728,total,p25Bits,107.30693417805991884961
728,total,p50Bits,111.92552708045677434257
728,total,p75Bits,116.27581710719302066082
728,total,p95Bits,120.93618646391239224158
728,total,maxBits,126.27090098482297264582
728,total,meanBits,111.06459907860532609902
729,positionMagTouching,minBits,1.00000000000000000000
729,positionMagTouching,p5Bits,1.00000016660818502601
729,positionMagTouching,p25Bits,18.32904571821876871240
729,positionMagTouching,p50Bits,20.89656710103392356359
729,positionMagTouching,p75Bits,23.25165876882607562948
729,positionMagTouching,p95Bits,24.98810739327754504302
729,positionMagTouching,maxBits,27.64057994788587180324
729,positionMagTouching,meanBits,19.81339606633607886010
729,positionTheta,minBits,18.61564398651847795918
729,positionTheta,p5Bits,23.74957411945585761259
729,positionTheta,p25Bits,25.60970006736250326185
729,positionTheta,p50Bits,27.04086231383661953487
729,positionTheta,p75Bits,27.93150170522285336006
729,positionTheta,p95Bits,28.57350301035111073134
729,positionTheta,maxBits,29.06109120012941460232
729,positionTheta,meanBits,26.65558352387777674153
729,velocityMag,minBits,12.08445106264162660636
729,velocityMag,p5Bits,16.50957285654659045804
729,velocityMag,p25Bits,17.81659952654360168367
729,velocityMag,p50Bits,18.54110562160146358224
729,velocityMag,p75Bits,19.39765554528933222400
729,velocityMag,p95Bits,20.37634928914721754722
729,velocityMag,maxBits,21.76960523368153488377
729,velocityMag,meanBits,18.53062138655710811008
729,velocityTheta,minBits,14.53132447558195750048
729,velocityTheta,p5Bits,23.18878254265253957556
729,velocityTheta,p25Bits,25.55421206793161559290
729,velocityTheta,p50Bits,26.78354215260597470660
729,velocityTheta,p75Bits,28.08818527886335658650
729,velocityTheta,p95Bits,29.75567996644556600927
729,velocityTheta,maxBits,31.56549439775340815117
729,velocityTheta,meanBits,26.72179487458125279886
729,radius,minBits,5.35441123271543162332
729,radius,p5Bits,16.16344405252342397716
729,radius,p25Bits,18.59789377913725161307
729,radius,p50Bits,19.76099311547164205649
729,radius,p75Bits,20.56741029502881445978
729,radius,p95Bits,21.36567256980750073581
729,radius,maxBits,21.87547246347581619830
729,radius,meanBits,19.38079905325406215866
729,total,minBits,81.26512580154016518463
729,total,p5Bits,96.88036354726722265696
729,total,p25Bits,107.40692941518867087325
729,total,p50Bits,112.03009588541249286209
729,total,p75Bits,116.22962612466899656738
729,total,p95Bits,120.87348081979679648157
729,total,maxBits,126.32421237936333113794
729,total,meanBits,111.10219490460619340411
730,positionMagTouching,minBits,1.00000000000000000000
730,positionMagTouching,p5Bits,1.00000011286361001339
730,positionMagTouching,p25Bits,18.28067396417661072405
730,positionMagTouching,p50Bits,20.89485675580829138198
730,positionMagTouching,p75Bits,23.27075102783961924047
730,positionMagTouching,p95Bits,25.00027375326419587509
730,positionMagTouching,maxBits,27.62456473357992692286
730,positionMagTouching,meanBits,19.77252047339489493538
730,positionTheta,minBits,16.80454281003814998030
730,positionTheta,p5Bits,23.73834603728447945059
730,positionTheta,p25Bits,25.60793802307479438696
730,positionTheta,p50Bits,27.02718166593435356049
730,positionTheta,p75Bits,27.93303157658222346527
730,positionTheta,p95Bits,28.56754382408849934905
730,positionTheta,maxBits,29.03999004831038277530
730,positionTheta,meanBits,26.64612060665982440355
730,velocityMag,minBits,13.16139945613398865021
730,velocityMag,p5Bits,16.56510280633506226877
730,velocityMag,p25Bits,17.82619985370170923034
730,velocityMag,p50Bits,18.55829153737455072815
730,velocityMag,p75Bits,19.39765554527197721768
730,velocityMag,p95Bits,20.34822983728806278236
730,velocityMag,maxBits,21.71157932698867654153
730,velocityMag,meanBits,18.53744779068356862695
730,velocityTheta,minBits,15.00274305363475413344
730,velocityTheta,p5Bits,23.08389962801757633315
730,velocityTheta,p25Bits,25.58169428572283266021
730,velocityTheta,p50Bits,26.76403637922296852025
730,velocityTheta,p75Bits,28.09648828684558097279
730,velocityTheta,p95Bits,29.83537722864453201055
730,velocityTheta,maxBits,31.62203196974339647340
