softwareVersion,particleCount,particleRadiusMin,particleRadiusMax,particleSizeDistribution,mass,particleVelocityConstant,simulationSpeed,particleCollisions,particleElasticity,boundaryElasticity,boundary.name,boundary.params,spawnRate,spawnAdjustsRadius,spawnArea.x,spawnArea.y,spawnArea.radius,spawnArea.rotation,spawnArea.rotationSpread
0.00000000000000000000,1000.00000000000000000000,0.01165118425850481844,0.01344367414442863666,1.00000000000000000000,constant,false,0.00300000000000000006,true,1.00000000000000000000,true,circleSquare,[1.00000000000000000000 1.00000000000000000000],0.00000000000000000000,true,,,,,

uid,position.0,position.1,velocity.0,velocity.1,radius,tracer
7g5x2zwheex,0.37090304272158458598,0.32566035163694351251,-1.30766196079655894202,-1.67642035247101039985,0.01291064407206068097,false
7me52ggejyd,0.41897727823639197009,0.58358323316898252919,1.78093090339180970538,0.19234235243746583555,0.01295350639517334201,false
xdqlap2rqit,0.69224502466593484939,0.20772639530449343859,0.62213419606264008799,-0.67614779748811282278,0.01338480347494588364,false
rg0fi7lsng0,0.35655132095939928716,0.27896558906631180319,0.23009698515486792791,1.22813030085902585853,0.01313484767271089204,false
b1rse4d6gbd,0.59772683307826401933,0.04213341341725153344,0.49846451670988667360,0.41073159762149957785,0.01301713794105068336,false
cbgpxvfj7xe,0.83573886081845694118,0.78660724013024507784,-0.91736290314627699782,-0.31884837492657924773,0.01341505607808920857,false
zm1o7z30580,0.33273979888425647689,0.61094839683348189929,1.04296713472176172388,-0.02992720225018153518,0.01266923863069663835,false
mmk5gdkyvs0,0.64463817808101897544,0.52898681682430481743,-0.24519039583445914610,-0.00478498940016016880,0.01290547522522188587,false
072iuudybkb,0.42212306213917000219,0.86994338090993350576,0.38821131949984721832,0.02879813038633782449,0.01339325330696652071,false
18qhdttvsdn,0.54806858548311720991,0.87852354908311158788,-1.01049230466694428543,-1.51735171452745243315,0.01268956831742783231,false
p6zprr4vel0,0.83146857412628716322,0.48155202985945422256,-0.59203650692004128331,-0.26857881725866028511,0.01336955907045128678,false
6qazo3smwog,0.27107213285915410239,0.42118860114225198377,0.35831612507573529225,0.40192045820003263756,0.01193274374149124774,false
2eh13zb7fo8,0.64260910457604736301,0.55971584200239532514,-0.37557188683353248670,-0.96875845238084046240,0.01240014719492629237,false
o3yhdwnto2l,0.23179900849950818564,0.24614698732155318450,-0.30443215031333398235,0.58483240839446315462,0.01254169870760565852,false
0maww4vzuo9,0.92400678608302400097,0.59295188376312046863,-0.46247340626811073161,0.49732544450754123666,0.01341889140246847398,false
c8925btk2u8,0.71295708479541730629,0.18159106077287770487,-1.45233628210867471431,0.17280886306669110408,0.01340121097430629557,false
